X,Y,RCLC1,RCLC2,RCLC3,RCLC4
59.75,84.11,94.95,95.14,95.37,95.59
60.07,90.27,93.87,94.07,94.31,94.55
62.61,92.75,93.53,93.75,93.98,94.22
65.95,91.88,93.88,94.05,94.25,94.45
66.61,91.48,97.22,97.24,97.42,97.59
67.25,90,98.67,98.85,99.02,99.1
68,91.25,99.53,99.7,99.86,99.93
68,90.36,99.68,99.83,99.98,100.03
56.5,79.94,102.96,103.14,103.32,103.42
57.36,82.38,103.22,103.4,103.6,103.78
57.61,83.21,101.81,102,102.21,102.42
60.34,83.57,101.56,101.78,102.04,102.3
60.59,83.75,101.31,101.52,101.78,102.06
60.3,88.57,102.24,102.44,102.64,102.85
60.34,93.24,100.87,101.09,101.33,101.57
61.11,95.18,99.1,99.31,99.56,99.83
62.04,95.71,98.7,98.88,99.12,99.41
65.89,94.38,100.71,100.87,101.14,101.43
67.04,88.93,100.59,100.76,100.98,101.23
68.71,83.75,100.39,100.54,100.8,101.12
68.21,81.34,98.46,98.33,98.65,99.02
68.11,80.38,99.58,99.86,100.18,100.47
67.75,80.02,98.95,99.29,99.66,99.99
67.57,80.11,99.4,99.73,100.08,100.38
66.89,81.7,99.7,100.04,100.42,100.73
64.75,81.16,99.56,99.91,100.3,100.6
63.39,82.25,98.78,99.12,99.51,99.85
61.11,80.98,98.48,98.85,99.27,99.64
59.43,78.21,97.61,97.99,98.41,98.79
57.79,74.29,96.36,96.74,97.17,97.57
57.11,75.89,97.84,98.23,98.71,99.17
56.5,75.46,96.91,97.41,98.06,98.68
57.29,77.32,98.41,98.82,99.38,99.96
57.73,79.29,98.71,99.1,99.72,100.39
57.93,79.11,99.84,100.24,100.87,101.54
57.89,79.29,98.67,99.03,99.63,100.28
57.36,75.89,100.91,101.29,101.84,102.42
57.32,75.45,100.74,101.08,101.6,102.16
57.5,75.39,101.8,102.14,102.62,103.14
57.5,76.61,102.31,102.64,103.18,103.74
58.14,79.29,103.24,103.6,104.06,104.52
59.14,79.38,105.84,106.25,106.75,107.21
59.61,79.02,106.28,106.78,107.27,107.58
59.36,78.32,107.83,108.25,108.68,108.97
58.98,77.5,109.77,110.18,110.56,110.76
58.7,75.71,108.56,109.02,109.48,109.75
58.09,74.91,106.55,107,107.45,107.78
57.61,74.11,107.07,107.52,107.95,108.25
57.43,74.55,108.84,109.27,109.68,109.93
57.57,74.64,106.7,107.17,107.64,107.96
57.54,74.91,106.72,107.18,107.63,107.94
57.86,79.55,104.7,105.21,105.75,106.16
59.25,80.36,106.16,106.65,107.18,107.62
60,80.18,106.58,107.06,107.56,107.96
60.2,80.18,107.4,107.87,108.33,108.73
60.75,80,106.34,106.84,107.34,107.77
62.5,80.71,106.71,107.24,107.78,108.26
72.14,99.64,105.43,105.95,106.48,106.98
72.93,104.46,105.11,105.65,106.22,106.76
72.61,97.32,107.06,107.58,108.07,108.53
72.46,95,108.09,108.56,109,109.39
71.54,93.84,105.61,106.07,106.59,107.07
69.54,91.79,107.27,107.75,108.18,108.47
66.11,84.11,105.35,105.84,106.29,106.61
65.18,83.39,106.87,107.35,107.79,108.1
65.36,81.96,107.03,107.55,108.02,108.36
66.16,79.57,107.33,107.85,108.33,108.67
66.98,78.75,105.41,105.96,106.45,106.81
67.71,77.14,102.78,103.31,103.8,104.17
68.39,75.63,103.02,103.54,104.03,104.4
69.79,75.27,105.23,105.76,106.27,106.67
69.71,74.11,104.01,104.55,105.08,105.51
69.29,73.84,101.47,102.03,102.61,103.08
69.62,73.17,103.31,103.83,104.35,104.79
69.04,72.57,101.02,101.56,102.11,102.58
69.11,72.07,102.7,103.18,103.66,104.06
68.75,72.04,103.64,104.1,104.57,104.95
68.25,69.38,102.83,103.32,103.8,104.2
67.14,67.32,102.93,103.37,103.81,104.18
64.89,67.14,104.2,104.64,105.08,105.43
62.32,65,102.67,103.12,103.58,103.98
60.11,64.46,102.27,102.72,103.15,103.53
59.27,64.42,103.05,103.88,104.29,104.64
58.71,64.18,103.11,103.55,103.95,104.25
58.32,63.36,103.55,103.96,104.33,104.6
58.61,64.29,104.12,104.5,104.83,105.06
59.39,65.09,104.55,104.94,105.27,105.51
61.61,66.25,104.93,105.32,105.64,105.84
63.18,66.43,104.87,105.26,105.55,105.71
63.5,67.27,106.16,106.5,106.74,106.86
62.96,68.66,105.22,105.58,105.83,105.97
60.96,69.63,102.54,102.92,103.2,103.4
59.71,68.18,98.49,98.88,99.16,99.38
59.61,70,97.01,97.37,97.65,97.91
60.18,73.88,96.81,97.15,97.42,97.68
60,73.04,97.08,97.41,97.65,97.89
59.61,73.39,96.13,96.49,96.75,97.02
59.59,73.93,94.78,95.13,95.39,95.67
61.38,91.79,93.98,94.35,94.63,94.93
65.86,98.57,92.81,93.19,93.48,93.78
66.77,96.92,92.56,92.94,93.19,93.44
67,93.93,91.48,91.8,92.08,92.34
65.64,91.79,92.57,92.86,93.14,93.4
64.36,87.5,91.66,91.85,92.15,92.43
62.32,82.77,89.9,90.2,90.5,90.77
61.14,80.43,90.66,90.94,91.22,91.46
61.07,79.11,90.86,91.15,91.44,91.68
59.93,77.61,90.76,91.09,91.42,91.69
57.89,75,87.82,88.14,88.45,88.71
56.32,70.36,86.53,86.85,87.17,87.45
54.57,69.82,83.23,83.56,83.89,84.2
53.04,68.57,85.02,85.33,85.64,85.95
50.61,67.5,84.82,85.13,85.44,85.77
49.57,68.39,84.1,84.39,84.69,85.03
48.96,68.04,82.7,83,83.29,83.62
47.43,68.57,83.32,83.62,83.89,84.2
46.57,70,82.62,82.92,83.19,83.48
45.75,69.82,83.91,84.22,84.5,84.76
45.61,70.71,84.03,84.33,84.63,84.9
45.43,70,83.27,83.6,83.93,84.23
45.16,68.09,84.03,84.35,84.68,85
45.04,65,81.8,81.45,81.84,82.23
44.85,64.12,78.2,78.56,78.95,79.4
44.57,63.86,79.76,80.14,80.51,80.94
44.84,63.57,79.21,79.62,80.01,80.44
44.86,63.75,79.36,79.77,80.18,80.63
44.77,63.86,80.21,80.61,81.01,81.46
44.91,63.95,77.69,78.1,78.53,79.01
45.83,64.15,84.96,85.37,85.76,86.21
46.89,64.75,83.75,84.15,84.54,84.98
47.09,66.43,87.66,88.03,88.39,88.8
43.75,65.71,87.22,87.57,87.94,88.37
43.66,66.07,84.45,84.83,85.21,85.66
43.34,67.38,85.99,86.37,86.74,87.18
43.04,67.59,83.91,84.3,84.69,85.16
42.79,68.39,85.81,86.19,86.56,87.02
42.77,68.21,86.08,86.46,86.8,87.22
42.48,67.86,87.1,87.5,87.85,88.27
42.32,67.04,88.43,88.81,89.16,89.58
41.77,65.89,89.22,89.54,89.87,90.25
41.7,65,89.87,90.17,90.47,90.82
41.69,63.27,92.66,92.97,93.23,93.5
41.64,62.68,91.44,91.83,92.1,92.39
41.64,62.68,88.14,88.43,88.73,89.08
41.5,62.14,88.5,88.78,89.08,89.43
41.64,60.45,88.97,89.25,89.57,89.94
41.43,60.73,89.39,89.67,90,90.39
41.46,60.46,90.13,90.42,90.79,91.23
41.5,60.96,89.78,90.06,90.45,90.91
41.39,58.75,88.06,88.34,88.72,89.2
41.39,57.5,88.91,89.17,89.52,89.99
41,57.46,87.13,87.41,87.77,88.26
41.07,57.41,91.4,91.64,91.93,92.33
41.25,57.45,92.2,92.46,92.76,93.15
41.29,56.5,93.67,93.94,94.25,94.64
41.39,56.5,93.35,93.63,93.97,94.39
41.46,56.18,93.36,93.63,93.94,94.35
41.46,56.43,92.87,93.15,93.43,93.83
41.46,56.8,92.73,93.03,93.34,93.76
41.18,56.64,93.43,93.74,94.07,94.46
41.25,56.68,94.33,94.62,94.91,95.27
41.11,56.96,95.6,95.89,96.17,96.51
41.14,57.5,96.01,96.32,96.58,96.91
41.21,57.5,95.97,96.26,96.56,96.91
41.18,57.5,96.68,96.84,97.17,97.55
41.11,57.5,97.26,97.55,97.89,98.3
41.04,57.5,96.27,96.6,96.98,97.42
41.07,57.5,96.15,96.45,96.79,97.2
41.07,57.5,96.33,96.63,96.96,97.37
41.07,57.5,95.49,95.81,96.14,96.55
41.14,57.5,94.62,94.96,95.31,95.76
41.11,57.5,96.47,96.76,97.07,97.49
41.14,56.93,95.3,95.64,95.98,96.43
41.58,56.4,95.36,95.69,96.03,96.49
41.89,56.36,95.53,95.85,96.16,96.59
41.93,55.82,96.42,96.75,97.06,97.5
42.18,55.57,96.54,96.88,97.21,97.67
42.14,55.54,97.17,97.5,97.82,98.25
42.18,55.09,97.01,97.34,97.66,98.08
42.43,55,98.31,98.63,98.92,99.27
41.85,55.75,99,99.33,99.63,99.95
42.05,56.88,96.62,96.95,97.25,97.59
42.05,58.79,95.29,95.62,95.92,96.25
42.43,59.21,91.98,92.3,92.59,92.91
42.43,58.21,91.87,92.42,92.74,93.1
42.39,57.76,92.89,93.21,93.58,93.93
42.39,57.23,91.93,92.25,92.62,93
42.21,56.21,91.37,91.71,92.09,92.47
41.91,55.63,89.98,90.34,90.77,91.18
41.61,55.71,91.85,92.21,92.64,93.05
41.39,55.95,92.19,92.56,93,93.42
41.25,55.63,92.48,92.85,93.28,93.7
41.32,56.11,91.89,92.27,92.71,93.14
41.32,56.89,88.14,88.52,88.97,89.41
41.25,57.32,91.71,92.07,92.48,92.9
41.43,57.5,89.88,90.27,90.71,91.16
41.39,57.32,89.33,89.73,90.18,90.63
41.39,57.23,92.39,92.78,93.25,93.72
42,57.41,91.25,91.64,92.11,92.58
42.5,57.23,92.07,92.5,92.99,93.47
42.54,57.5,91.86,92.28,92.76,93.24
42.5,57.68,91.85,92.32,92.83,93.31
42.54,60.89,92.09,92.54,93.04,93.48
42.58,61.83,92.12,92.59,93.08,93.54
42.71,61.75,92.1,92.53,93.02,93.48
43.07,61.21,90.05,90.44,90.97,91.45
43.45,61.52,88.73,88.65,89.18,89.7
43.71,61.66,86.67,87.23,87.77,88.27
43.86,62.32,85.73,86.29,86.84,87.34
43.57,62.32,86.05,86.6,87.15,87.66
43.21,62.41,86.28,86.8,87.34,87.87
43,62.5,85.54,86.05,86.59,87.13
43.05,62.5,85.68,86.19,86.73,87.28
42.94,62.5,86.24,86.73,87.28,87.83
42.54,62.31,87.09,87.57,88.1,88.65
42.5,62.39,84.86,85.4,86,86.61
42.46,61.95,85.65,86.14,86.73,87.34
42.38,61.41,88.71,89.17,89.73,90.32
42.41,60.77,84.44,84.91,85.51,86.13
42.79,60.34,85.09,85.56,86.14,86.75
43.43,60.25,86.07,86.55,87.16,87.76
44.32,59.21,85.57,86.07,86.7,87.33
46.43,57.84,85.38,85.84,86.48,87.17
47.8,58.04,86.32,86.75,87.31,87.9
48.86,57.86,85.45,85.87,86.44,87.04
48.93,56.46,86.67,86.92,87.47,88.04
51.43,56.7,89.28,89.8,90.33,90.81
52.68,56.46,86.75,87.35,87.98,88.55
52.36,55.91,87.38,87.98,88.61,89.19
52.6,56.95,88.28,88.9,89.56,90.16
52.36,56.27,87.74,88.37,89.02,89.59
51.88,56.2,87.18,87.81,88.47,89.05
50.64,55.96,86.49,87.13,87.8,88.37
49.86,54.98,88.07,88.66,89.29,89.84
49.75,55.43,88.91,89.49,90.13,90.68
49.64,55.25,89.09,89.69,90.34,90.92
49.71,54.95,88.5,89.08,89.72,90.3
49.82,54.75,87.88,88.47,89.14,89.75
49.64,54.93,86.26,86.85,87.51,88.12
49.82,54.75,85.93,86.5,87.15,87.75
49.82,54.75,85.56,86.1,86.73,87.34
49.79,54.96,85.79,86.32,86.94,87.55
49.71,58.39,86.77,87.31,87.89,88.44
49.71,67.32,85.89,86.44,87.02,87.55
49.86,68.75,86.73,87.25,87.82,88.39
50.11,70,87.2,87.67,88.17,88.65
50.46,74.82,87.93,88.4,88.92,89.43
50.75,80.09,89.51,89.98,90.46,90.96
51.32,79.64,90.13,90.69,91.23,91.71
51.11,78.23,88.66,89.23,89.81,90.33
50.75,76.31,88.61,89.17,89.74,90.27
45.7,65.97,93.12,93.55,93.97,94.33
45.83,64.93,92.92,93.34,93.76,94.12
45.64,64.29,93.09,93.51,93.91,94.21
45.79,64.68,93.19,93.63,94.02,94.33
45.68,63.45,93.15,93.6,94.02,94.38
45.61,62.54,93.1,93.56,93.99,94.38
45.39,61.8,93.82,94.27,94.65,94.97
45.36,60.95,93.56,93.99,94.35,94.66
45.12,59.48,94.14,94.59,94.97,95.31
44.76,57.96,93.28,93.72,94.09,94.39
44.75,57.43,94.24,94.68,95.05,95.32
44.11,57.32,95.49,95.94,96.31,96.58
43.79,57.31,95.56,96.04,96.43,96.74
41.96,57.21,96.24,96.68,97.07,97.4
38.79,54.05,95.23,95.75,96.21,96.54
37.9,51.94,95.95,96.45,96.9,97.25
37.41,51.29,95.88,96.33,96.75,97.08
37.11,51.21,96.44,96.87,97.26,97.58
36.96,51.91,97.57,97.99,98.35,98.64
36.82,54.84,97.94,98.38,98.77,99.06
37.68,55.09,97.49,97.96,98.41,98.77
38.68,54.88,97.77,98.24,98.66,99.02
38.75,54.14,96.17,96.66,97.1,97.49
38.73,54,96.64,97.11,97.54,97.94
38.59,53.04,96.62,97.09,97.55,97.97
38.38,52.64,95.83,96.35,96.88,97.35
38.38,52.54,95.72,96.27,96.83,97.32
38.63,52.14,97.03,97.58,98.11,98.55
38.54,52.32,97.51,98.07,98.59,99.01
38.75,52.5,97.01,97.6,98.14,98.57
38.75,52.49,97.31,97.9,98.41,98.82
38.91,52.49,95.86,96.41,96.92,97.34
38.95,52.5,96.66,97.1,97.54,97.92
39.05,54.82,94.46,95.22,95.65,96.03
39.18,56.79,92.84,93.27,93.65,93.95
39.46,63.57,93.13,93.57,93.96,94.27
39.29,65.89,93.11,93.53,93.93,94.24
39,63.71,92.63,93.05,93.43,93.72
38.86,61.95,92.76,93.15,93.52,93.78
35.61,58.04,92.05,92.46,92.84,93.11
35.15,57.31,90.68,91.14,91.55,91.86
35.39,57.14,90.12,90.58,90.99,91.3
35.75,55.71,90.82,91.28,91.69,92
36.36,58.39,90.43,90.9,91.3,91.57
37.04,58.39,91.56,92.03,92.4,92.62
36.73,58.08,91.95,92.43,92.79,93.01
36.75,57.5,92.06,92.52,92.87,93.08
36.86,57.32,92.54,92.92,93.2,93.37
36.91,57.68,92.52,92.88,93.13,93.26
36.68,57.68,93.03,93.38,93.62,93.75
36.82,57.87,93.45,93.82,94.09,94.23
36.89,56.88,93.74,94.11,94.36,94.5
38.04,56.38,92.16,92.52,92.8,92.99
38.11,56.91,92.96,93.5,93.77,93.95
38.79,59.91,92.45,92.77,92.99,93.02
38.61,59.82,93.71,93.96,94.1,94.07
38.43,60,94.81,95.09,95.25,95.2
38,60.71,96.34,96.61,96.75,96.68
37.82,61.25,96.58,96.84,96.98,96.91
37.58,62.06,97.23,97.49,97.64,97.57
37.14,61.25,97.19,97.5,97.71,97.73
36.96,60.54,94.45,94.77,95,95.06
36.71,59.82,93.26,93.56,93.79,93.88
36.68,59.27,92.7,93.01,93.24,93.32
36.67,58.1,93.36,93.68,93.91,93.99
36.7,57.89,94.2,94.51,94.74,94.8
36.91,57.71,94.64,94.97,95.22,95.29
38.27,57.88,93.51,93.85,94.11,94.19
38.71,57.82,91.29,91.61,91.88,92.01
38.96,57.85,88.71,89.03,89.29,89.42
39.39,57.79,88.72,89.03,89.29,89.41
39.21,57.57,86.68,86.97,87.19,87.28
39.36,61.79,87.73,88,88.2,88.25
39,63.57,88.01,88.27,88.48,88.54
38.86,66.04,88.76,89.19,89.45,89.57
38.75,63.86,89.18,89.46,89.58,89.52
38.11,58.39,91.43,91.69,91.76,91.63
37.86,58.21,93.64,93.91,93.99,93.82
37.75,57.5,93,93.25,93.29,93.09
38.21,57.5,94.5,94.72,94.71,94.45
38.21,56.93,93.46,93.68,93.67,93.41
38.81,56.73,91.03,91.24,91.21,90.98
38.86,56.48,93.99,94.2,94.15,93.89
38.89,56.75,95.61,95.82,95.74,95.43
38.86,57.14,95.62,95.86,95.83,95.59
39.43,55.59,96.62,96.85,96.77,96.47
41.08,55.1,96.39,96.66,96.65,96.41
41.36,55,96.04,96.29,96.28,96.03
41.46,54.82,95.17,95.41,95.43,95.2
40.75,54.82,94.21,94.48,94.55,94.37
40.32,54.3,94.3,94.56,94.64,94.49
40.11,54.02,95.16,95.45,95.56,95.42
39.92,54.06,96.02,96.29,96.41,96.25
39.5,52.75,96.71,96.93,97.04,96.85
39.11,52.43,96.16,96.18,96.32,96.17
39.18,51.88,94.28,94.46,94.37,94.06
38.82,51.21,94.25,94.42,94.32,94
39.36,51.23,94.15,94.34,94.28,93.98
41,51.16,95.01,95.2,95.17,94.88
43.04,50.54,93.13,93.35,93.38,93.15
43.86,50.18,93.61,93.8,93.81,93.57
43.96,50.18,91.97,92.21,92.3,92.12
43.5,50,93.45,93.67,93.73,93.55
42.14,49.73,93.31,93.55,93.65,93.51
41.79,50.11,93.74,93.96,94.04,93.86
40.75,50.05,94.76,94.98,95.03,94.8
40.79,49.54,96.03,96.27,96.32,96.05
40.54,49.43,95.77,96,96.07,95.84
41.11,48.64,95.38,95.6,95.66,95.4
40.57,48.39,95.88,96.1,96.13,95.85
40.54,48.34,96.69,96.92,96.95,96.66
40.57,48.43,97.85,98.07,98.11,97.82
40.64,48.43,97.77,98.03,98.11,97.87
40.68,48.38,98.44,98.67,98.72,98.43
40.67,48.42,98.24,98.48,98.55,98.31
40.66,48.45,95.4,95.14,95.15,94.84
40.54,48.33,93.69,93.63,93.28,92.74
40.57,48.38,95.18,95.04,94.56,93.91
40,48.02,95.32,95.21,94.67,94.04
39.23,47.73,95.5,95.41,94.88,94.22
38.96,47.52,97.05,96.89,96.31,95.61
38.79,47.5,96.56,96.44,95.81,95.1
39.14,47.59,97.99,97.88,97.02,96.23
40.14,48.96,99.6,99.42,98.38,97.41
40.58,49.87,101.24,101.11,100.06,98.97
44.02,53.38,103.22,103.05,101.8,100.45
45.21,57.86,103.14,103.02,101.94,100.55
46.08,58.21,103.53,103.31,102.19,100.8
46.23,59.82,106.52,105.62,103.98,102.29
46.12,58.84,104.91,104.38,103.01,101.59
45.92,58.29,105.95,105.55,104.14,102.66
44.88,58.13,106.32,105.92,104.49,102.99
43.69,59.3,106,105.69,104.39,102.95
42.38,58.98,106.48,106.35,105.05,103.58
41.85,58.54,108.04,107.81,106.29,104.62
41.68,60.63,108.05,107.87,106.12,104.35
41.12,63.04,106.91,106.94,105.51,103.92
40.88,63.39,107.23,105.79,104.19,102.64
40.19,63.8,105.39,104.1,102.68,101.26
39.88,63.93,105.49,104.47,103.16,101.78
39.77,63.48,104.7,104.01,102.78,101.42
39.58,64.2,104.55,103.9,102.72,101.41
39.04,63.75,103.08,102.5,101.52,100.49
38.65,63,105.03,104.22,102.94,101.65
38.46,63.57,107.89,106.93,105.32,103.71
38.46,66.61,106.94,106.24,104.76,103.23
38.23,67.68,106.56,105.9,104.51,103.08
38,67.86,105.3,104.76,103.47,102.11
38.04,67.5,104.37,103.91,102.75,101.49
39.31,67.68,103.4,102.87,101.75,100.53
39.77,66.7,105.97,105.16,103.82,102.38
39.85,66.75,106.11,105.52,104.34,102.97
39.73,65.82,106.83,106.4,105.21,103.78
39.62,65.63,106.85,106.56,105.41,103.97
39.62,65.45,107.33,107.19,106.09,104.64
39.62,63.02,107.46,107.29,106.49,105.17
39.73,62.66,107.1,106.86,106.03,104.73
39.73,62.21,104.96,105.11,104.57,103.59
39.5,59.98,103.85,103.37,102.42,101.25
39.35,56.18,105.03,104.33,103.26,101.96
39.15,53.23,106.42,105.72,104.53,103.11
38.77,52.41,109.01,108.3,106.9,105.37
38.5,52.2,110.1,109.37,107.84,106.18
38.5,52.11,108.8,108.15,106.6,104.95
38.5,52.02,107.65,107.08,105.71,104.17
39,51.7,108.54,107.85,106.42,104.83
39.12,51.39,107.23,106.59,105.39,103.92
39.08,50.66,108.37,107.67,106.33,104.79
39.12,50.25,110.53,109.52,107.95,106.24
39.15,49.91,109.52,108.47,106.82,105.15
39.17,49.91,107.39,106.49,104.92,103.35
39.17,49.64,107.56,106.64,105.09,103.54
39.1,48.7,108.6,107.75,106.14,104.54
39,48.23,108.21,107.54,105.96,104.37
39,48.29,106.59,106.19,104.82,103.35
39,47.66,105.42,104.82,103.46,101.99
38.96,46.3,108.07,107.28,105.88,104.43
38.96,46,106.39,105.86,104.52,103.11
38.73,46.04,104.67,104.75,103.71,102.49
38.92,45.73,103.59,102.72,101.62,100.52
39.15,45.71,103.13,102.48,101.51,100.41
38.98,45.34,102.66,102.05,101.18,100.13
38.96,43.75,103.03,102.52,101.74,100.75
38.69,42.23,102.87,102.34,101.5,100.46
38.87,41.79,102.33,101.9,101.15,100.16
38.87,41.46,102.04,101.69,100.97,100.03
39.02,41.09,104.1,103.64,102.77,101.7
39.02,41.13,103.31,102.97,102.25,101.25
39.88,43.52,103.84,103.53,102.82,101.85
40.23,44.45,103.03,102.83,102.33,101.56
40.69,45,103.49,103.31,102.8,102.04
40.54,45.27,101.61,101.43,100.97,100.32
40.92,45.27,103.01,102.89,102.49,101.91
40.85,47.73,102.02,102.06,101.85,101.45
40.85,48.21,102.41,102.48,102.23,101.78
41.04,48.38,101.21,101.41,101.24,100.86
42.69,48.48,102.29,102.49,102.33,101.9
42.81,47.95,100.67,100.87,100.62,100.12
42.96,47.82,100.81,101.11,100.99,100.54
43.65,47.27,99.22,99.68,99.76,99.49
44.35,48.84,97.8,98.3,98.47,98.31
44.35,52.52,96.86,97,96.75,96.27
44.88,54.41,97.11,97.24,96.97,96.4
45.54,61.73,97.85,97.95,97.64,97.04
46.5,62.09,98.68,98.86,98.64,98.09
46.96,60.11,98.2,98.38,98.2,97.72
47.96,59.64,96.77,97.06,97.03,96.8
51.29,55.58,96.38,96.65,96.66,96.47
53.85,54.64,94.61,94.96,95.05,94.96
54.46,55.27,94.62,94.98,95.13,95.11
54.67,55.54,93.37,93.73,93.9,93.93
54.44,57.5,94.8,95.13,95.27,95.23
56.19,57.55,94.2,94.54,94.66,94.62
57.54,57.45,94.6,94.95,95.1,95.08
58.12,57.18,95.14,95.47,95.62,95.59
58.23,57.45,93.04,93.52,93.78,93.86
58.19,57.82,93.88,94.49,94.75,94.88
58.58,57.56,93.76,94.41,94.77,94.97
58.96,57.52,93.84,94.49,94.83,94.99
60.19,57.58,93.03,93.68,94.01,94.18
60.67,57.6,93.34,93.89,94.15,94.26
62,58.04,93.33,93.85,94.12,94.24
62.42,58.04,95.44,95.69,95.77,95.66
62.58,58.91,94.84,95.15,95.29,95.24
62.77,60.29,94.09,94.4,94.57,94.55
62.54,62.68,93.68,94,94.21,94.22
62.5,68.21,92.3,92.63,92.88,92.95
62.7,72.73,92.72,93.01,93.24,93.32
62.73,72.68,93.82,94.1,94.28,94.27
62.73,84.11,96.04,96.27,96.31,96.07
62.81,84.38,97.2,97.43,97.45,97.18
63.04,85,97.38,97.61,97.64,97.36
63.08,85.63,97.65,97.9,97.94,97.66
62.35,85.36,97.34,97.56,97.58,97.29
61.92,84.82,98.51,98.66,98.58,98.19
61.69,86.61,97.44,97.72,97.72,97.39
61.87,91.25,97.5,97.82,97.77,97.42
62.06,100.89,96.6,96.93,96.91,96.55
62.33,106.25,97.48,97.77,97.7,97.28
63.02,110.71,97.22,97.47,97.36,96.92
63.54,111.15,97.8,98.06,97.92,97.41
69.85,110,98.77,99.04,98.94,98.4
70.23,108.84,99.32,99.26,98.73,97.91
69.23,107.77,98.91,98.89,98.43,97.71
69.08,108.94,99.22,99.34,98.98,98.31
69.75,111.98,95.44,95.62,95.55,95.2
67.92,109.9,93.96,94.14,94.06,93.75
67.28,104.98,93.43,93.58,93.52,93.29
65.59,100,93.67,93.84,93.71,93.39
63.5,111,92.33,92.53,92.47,92.2
65.27,119.38,91.66,91.89,91.89,91.69
65.54,124.73,92.72,92.95,92.92,92.68
65,126.07,91.8,92.01,91.97,91.74
65.31,127.14,92.59,92.78,92.66,92.32
69.08,129.82,94.17,94.35,94.2,93.77
73.31,133.21,93.96,94.1,93.92,93.48
75.46,133.75,94.37,94.59,94.44,94.03
77.88,133.39,94.99,94.97,94.8,94.4
78.33,126.54,96.73,96.37,95.82,95.09
76,95.46,97.32,96.76,95.95,95.05
73.65,93.93,96.64,96.22,95.56,94.76
71.38,93.13,95.72,95.36,94.74,93.97
68.58,91.16,97.41,96.96,96.28,95.46
64,89.75,97.36,96.88,96.19,95.38
59.85,83.13,98.23,97.66,96.85,95.93
58.38,80.8,97.49,96.71,95.8,94.85
58.5,78.04,96.43,95.72,94.9,94.02
59.58,72.14,97.19,96.46,95.64,94.75
60.27,70.54,97.38,96.76,96.02,95.22
60.46,67.23,97.84,97.32,96.66,95.94
61.04,64.91,99.88,99.35,98.62,97.84
61.92,64.39,100.06,99.44,98.65,97.81
65.19,55.18,99.94,99.44,98.7,97.91
65.58,52.5,100.37,99.92,99.17,98.37
65.96,52.32,100.35,100.05,99.31,98.54
66.23,53.04,100.3,100.13,99.47,98.73
65.73,54.57,102.43,102.1,101.21,100.3
65.46,54.82,103.31,102.84,101.81,100.8
65,55.64,102.92,102.75,101.85,100.89
61.46,55.04,102.2,101.37,100.48,99.53
59.88,56.7,102.82,102.06,101.17,100.21
59.65,60.71,101.83,101.12,100.24,99.31
57.19,62.86,102.59,101.77,100.77,99.75
56.54,63.48,102.4,101.62,100.63,99.61
56.54,65.71,102.59,101.89,100.95,99.96
55.85,66.07,104.92,104.22,103.16,102.03
55.42,65.89,103.33,102.68,101.71,100.65
54.96,65.18,101.45,100.88,99.99,99.03
53.92,64.2,101.56,101.02,100.14,99.2
53.27,61.7,102.58,101.99,101.07,100.1
53.23,61.89,101.12,100.59,99.75,98.86
52.15,61.89,100.03,99.59,98.85,98.07
50.73,60.11,97.99,97.68,97.09,96.44
48.5,58.39,98.2,97.94,97.36,96.69
48.08,57.96,98.89,98.56,97.99,97.31
48.23,57.95,98.08,97.62,96.95,96.2
47.88,57.7,99.7,98.88,98.01,97.09
47.73,57.84,100.37,99.17,98.15,97.09
47.69,60.54,99.43,98.9,98.05,97.15
47,62.14,99.46,98.65,97.75,96.83
46.54,62.95,99.6,98.83,97.93,97.01
47.13,64.8,99.19,98.53,97.68,96.79
47.5,64.82,100.26,99.53,98.63,97.71
47.81,64.46,101.28,100.53,99.61,98.65
47.96,63.86,101.67,100.89,99.96,98.98
47.77,62.93,101.58,100.82,99.9,98.95
47.67,61.52,99.74,99.05,98.18,97.28
47.75,59.96,99.62,98.9,98.04,97.14
47.71,58.57,100.29,99.63,98.84,97.95
48.04,58.38,101.14,100.46,99.62,98.7
48.46,58.16,100.44,99.78,99.03,98.18
48.58,57.02,102.56,101.81,100.96,100.04
48.96,53.84,103.6,102.65,101.68,100.67
48.88,54.11,103.4,102.38,101.39,100.37
48.65,55.8,103.74,102.62,101.56,100.51
45.54,65,104.05,103.21,102.3,101.3
48.19,68.93,103.75,103,102.11,101.12
48.54,67.32,103.76,103.03,102.2,101.25
48.75,60.75,104.3,103.37,102.4,101.38
48.54,58.86,102.13,101.75,101.12,100.32
48.31,57.14,101.44,100.85,100.09,99.26
47.85,55.89,101.94,101.35,100.58,99.73
47.77,55.98,100.6,100.03,99.27,98.44
47.88,56.89,100.84,100.11,99.21,98.29
47.65,56.8,101.28,100.59,99.71,98.78
47.65,57,99.74,99.11,98.28,97.39
47.62,54.3,99.42,98.75,97.91,97.04
47.5,53.21,99.76,99.04,98.16,97.27
47.08,52.68,99.5,98.65,97.7,96.76
46.88,53.14,100.77,99.96,99.02,98.03
46.38,54.59,100.26,99.54,98.65,97.71
46.08,54.82,99.99,99.31,98.43,97.49
46.08,55.09,100.59,99.94,99.09,98.18
45.85,53.66,101.7,101.05,100.16,99.23
45.69,53.59,102.37,101.74,100.85,99.89
45.27,54.16,101.5,101.13,100.38,99.48
