X,Y,RCLC1,RCLC2,RCLC3,RCLC4
56.91,60.5,69.87,71.95,73.54,74.63
56.94,59.27,69.51,71.86,73.46,74.56
57.75,59.04,70.69,72.69,73.93,74.84
58.61,59.5,72.66,74.38,75.32,76.09
60.11,60.77,72.65,74.08,74.89,75.56
60.33,61.15,73.36,74.42,75.23,75.99
59.63,60.19,72.47,73.72,74.55,75.32
59.02,60.5,74.4,75.06,75.74,76.36
58.67,61.38,76.67,77.25,77.86,78.43
58.91,61.09,78.05,78.66,79.32,79.86
70.08,84.79,81.51,82.12,82.65,83.12
69.86,87.17,81.77,82.41,82.99,83.52
70.62,90.69,83.18,83.75,84.31,84.86
80.81,92.88,82.66,83.19,83.75,84.29
95.63,100.17,82.75,83.3,83.87,84.47
101.81,102.1,82.52,83.01,83.55,84.14
105.25,105.23,80.79,81.17,81.7,82.28
118.13,115.46,79.65,80.04,80.6,81.21
121.25,134.62,79.39,79.88,80.47,81.11
121.81,135.38,78,78.37,78.97,79.64
126.41,134.62,79.02,79.32,79.81,80.4
125.84,133.85,77.62,77.74,78.23,78.85
120.31,128.65,76.08,76.53,77.13,77.74
113.42,118.96,74.54,74.92,75.46,76.05
109.69,112.69,75.26,75.69,76.27,76.84
112.3,101.35,74.71,75.15,75.73,76.29
114.48,94.92,73.67,74.15,74.75,75.32
117.41,94.62,73.64,74.07,74.64,75.18
117.28,91.35,72.89,73.35,73.95,74.53
111.09,86.73,74.43,74.91,75.52,76.11
109,83.08,77.23,77.72,78.34,78.91
100.63,80.96,76.98,77.43,78.05,78.64
91.72,78.85,73.14,73.54,74.14,74.74
86.67,76.92,71.19,71.52,71.95,72.45
80.45,74.04,71.89,72.29,72.76,73.26
73.44,73.08,73.75,74.2,74.71,75.24
71.59,72.69,74.52,74.89,75.34,75.83
67.75,71.35,75.28,75.72,76.23,76.73
66.09,70.77,74.13,74.5,75.03,75.57
66.43,70.37,77.01,77.42,77.92,78.42
65.05,71.04,77.33,77.73,78.22,78.71
63.22,71.35,79.06,79.42,79.85,80.27
67.97,74.62,79.81,80.06,80.45,80.85
74.56,77.69,80.16,80.31,80.72,81.13
77.66,82.69,78.86,79.29,79.74,80.17
81.67,87.6,80,80.38,80.78,81.17
81.59,90.19,78.17,78.53,78.9,79.27
76.94,92.69,79.66,80.01,80.37,80.71
77.19,90.77,78.7,79.08,79.48,79.86
77.53,89.42,79.68,80.06,80.44,80.81
77.66,90.77,80.87,81.26,81.64,82
78.38,95,80.21,80.63,81.1,81.54
79.36,94.81,81.5,81.92,82.37,82.82
79.64,94.65,81.87,82.31,82.78,83.25
80.5,94.42,81.49,81.86,82.3,82.75
85.94,94.42,82.09,82.43,82.79,83.19
86.62,91.54,82.11,82.43,82.78,83.18
85.85,90.77,81.24,81.54,81.88,82.25
85.47,87.88,79.8,80.08,80.43,80.8
92.44,83.92,81.7,81.97,82.31,82.65
94.23,81.92,82.93,83.21,83.56,83.89
95.8,79.42,82.2,82.54,82.94,83.34
92.19,79.23,80.68,80.97,81.36,81.77
88.98,79.42,81.25,81.6,81.97,82.38
82.47,80.81,81.91,82.25,82.63,82.96
78.63,79.81,80.61,81.01,81.44,81.81
77.34,79.04,80.53,80.99,81.46,81.83
77.03,77.69,80,80.47,80.96,81.33
76.59,77.23,82.17,82.59,83.02,83.32
74.9,75.58,82.37,82.77,83.17,83.46
76.59,75.65,83.76,84.18,84.57,84.84
83.24,76.13,84.87,85.34,85.78,86.11
85.6,76.81,86.84,87.15,87.65,88.02
88.73,78.73,85.88,86.51,87.17,87.69
94.53,81.73,85.39,86.03,86.75,87.34
95.32,82.5,84.92,85.63,86.52,87.25
97.12,82.98,84.34,85.28,86.41,87.27
97.02,83.25,84.05,85.11,86.16,86.87
96.99,83.52,85.84,86.73,87.71,88.33
96.7,84.38,85.51,86.75,88.07,88.9
96.89,85.65,83.24,84.67,86.22,87.15
96.67,88.27,81.45,83.13,84.62,85.54
96.63,94.42,83.45,83.85,85.25,86.14
95.01,95.96,83.68,85.63,86.75,87.51
94.86,104.33,83.7,85.64,86.85,87.63
97.05,104.9,85.12,87.04,88.3,89.07
95.27,108.08,84.2,86.47,87.95,88.82
92.22,108.46,82.44,85,86.77,87.76
91.48,109.23,83.22,85.67,87.29,88.19
90.17,108.46,85.17,87.25,88.51,89.25
90.11,109.04,86.15,88.36,89.68,90.41
89.33,108.65,82.74,85.76,87.26,88.15
88.73,108.73,79.97,82.99,84.56,85.47
87.27,105.27,77.11,80.18,81.8,82.7
82.35,98.27,75.11,78.51,80.22,81.22
79.78,91.15,76.8,80.52,82.17,83.17
73.66,87.88,76.37,80.22,82.18,83.27
71.02,86.15,75.65,80.15,82.55,83.74
70.38,89.04,74.4,78.99,81.43,82.7
71.41,94.42,71.61,75.43,77.67,78.98
71.93,95.83,70.08,73.22,75.06,76.17
71.95,93.08,69.41,72.7,74.39,75.48
71.16,89.04,69.87,72.48,73.78,74.7
70.4,89.23,68.01,70.8,71.96,72.79
70.32,91.35,70.04,71.67,72.75,73.55
69.97,90.38,70.21,71.62,72.59,73.33
68.92,88.38,68.75,70.1,71.04,71.76
68.86,86.92,71.51,72.54,73.36,74.02
68.67,86.92,74.55,75.62,76.5,77.18
70.33,86.92,73.97,75.16,76.12,76.88
78.72,87.88,72.58,73.9,74.9,75.71
82.34,88.35,72.86,74.5,75.76,76.67
89.56,87.88,74.61,76.05,77.11,77.99
90.99,87.69,71.51,72.8,73.77,74.64
90.14,87.38,71.44,72.77,73.85,74.78
88.78,86.62,71.99,73.06,73.98,74.78
91.95,86.92,74.38,75.44,76.33,77.03
103.48,88.27,75.48,76.68,77.6,78.32
105.7,90.31,73.78,75.34,76.51,77.36
105.47,91.92,75.12,76.28,77.16,77.93
107.09,92.98,76.94,77.91,78.71,79.42
108.88,94.33,77.67,78.72,79.6,80.3
108.94,94.23,76.79,78.04,79.12,79.99
108.7,93.73,77.18,78.26,79.18,79.92
107.53,92.96,77.82,78.61,79.48,80.21
100.47,85.67,77.21,77.85,78.66,79.36
93.91,83.08,76.35,77.03,77.65,78.28
89.38,82.5,76.51,77.15,77.66,78.19
86.73,80.96,78.86,79.43,79.9,80.38
79.66,78.38,78.25,78.9,79.48,80.04
70.96,75.27,75.94,76.57,77.1,77.61
67.47,71.35,75.63,76.16,76.6,77.05
66.27,71.44,72.95,73.46,73.93,74.45
65,68.69,72.14,72.6,73.06,73.59
63.92,65.35,71.98,72.51,73.06,73.67
62.89,62.08,74.07,74.64,75.19,75.8
57.95,60.77,75.44,76.03,76.58,77.2
56.08,58.67,76.09,76.63,77.07,77.62
50.87,58.6,74.95,75.44,75.87,76.42
50.41,56.54,77.15,77.59,77.98,78.53
61.53,57.96,77.04,77.45,77.79,78.29
62.64,58.81,76.62,77.01,77.38,77.91
60.75,58.65,76.01,76.38,76.8,77.36
58.7,58.5,76.54,76.9,77.29,77.82
57.33,59.46,77.44,77.58,77.92,78.39
57.19,62.88,76.56,77,77.56,78.09
55.53,61.25,79.3,79.64,80.12,80.57
55.07,60,78.98,79.34,79.83,80.31
55.91,60,78.98,79.37,79.86,80.35
56.56,59.81,77.5,77.9,78.41,78.91
54.77,59.35,76.99,77.44,78.03,78.59
50.69,58.42,78.36,78.83,79.43,79.99
49.53,57.12,78.95,79.39,79.95,80.51
49,57.12,81.34,81.76,82.3,82.82
47.84,56.12,82.55,82.99,83.53,84.05
47.18,49.19,82.47,82.91,83.46,83.98
47.34,48.23,82.01,82.45,83,83.53
47.21,55.58,80.7,81.18,81.77,82.35
47.14,56.73,81.48,81.95,82.56,83.17
47.91,57.04,80.25,80.71,81.31,81.96
55.09,58.08,78.02,78.49,79.13,79.78
56.31,57.69,75.74,76.15,76.73,77.31
58.86,58.85,75.39,75.77,76.36,76.94
60.3,59.69,75.24,75.6,76.25,76.88
59.31,58.15,75.77,76.16,76.95,77.75
58.41,57.92,75.42,75.78,76.51,77.3
53.34,56.35,74.43,74.77,75.42,76.15
50.74,55.48,73.46,73.82,74.46,75.22
50.43,55.02,73.1,73.73,74.5,75.19
49.63,54.31,71.63,72.36,73.22,73.97
49.08,52.19,72.52,73.24,74.11,74.87
49,51.12,73.36,74.22,75.19,76.04
48.78,50.85,75.17,76.21,77.3,78.15
48.84,47.21,71.92,73.54,75.1,76.19
49.09,47.27,73.91,75.36,76.86,77.9
49.09,47.5,75.02,76.24,77.49,78.43
48.72,47.46,74.6,75.97,77.29,78.25
47.63,47.42,74.09,75.85,77.47,78.73
47.22,46.08,74.67,76.37,77.91,79.04
47.13,47.1,74.25,75.79,77.23,78.27
47.23,47.23,76.45,77.37,78.26,79
46.78,47.31,77.19,78.03,78.87,79.65
47.19,47.08,76.8,77.83,78.83,79.74
47.38,47.5,76.02,77.12,78.4,79.43
47.5,47.69,74.57,75.74,77.19,78.33
47.38,48.65,73.66,74.92,76.67,78.08
47.62,48.44,74.86,76.19,77.8,79.09
47.49,48.42,73.52,74.97,76.65,77.99
47.49,48.23,74.71,76.3,77.63,78.56
47.46,48.27,75.18,76.54,77.7,78.57
47.49,48.27,76.49,77.65,78.62,79.41
47.23,48.58,76.52,77.5,78.35,79.07
47.03,48.5,76.18,77.41,78.4,79.17
47.12,48.77,77.86,79.09,80.15,80.97
46.42,48.65,79.97,80.95,81.81,82.58
45.99,48.5,81.58,82.5,83.28,83.95
45.94,48,81.47,82.2,82.88,83.5
45.47,48.38,82.82,83.64,84.39,85.01
44.92,50.77,83.23,83.99,84.77,85.38
44.2,61.48,81.67,82.38,83.16,83.77
44,62.02,82.66,83.35,84.04,84.58
44.32,61.88,81.33,83.01,83.88,84.5
44.86,61.23,81.67,82.45,83.32,83.98
45.42,60.35,83.36,83.74,84.49,85.09
45.39,58.23,82.69,83.36,84.04,84.59
45.39,53.46,81.25,81.93,82.61,83.17
45.58,53.08,83.08,83.8,84.49,85.07
45.14,53.35,79.49,80.16,80.88,81.53
44.74,52.04,81.77,82.54,83.26,83.84
44.25,52.02,80.56,81.33,81.94,82.46
44.5,52.4,81.69,82.45,83.06,83.56
44.83,52.08,82.52,83.21,83.76,84.22
44.79,51.67,82.55,83.2,83.74,84.2
51.53,50.77,81.94,82.67,83.28,83.79
55.91,54.04,82.18,82.94,83.57,84.08
66.41,56.06,81.43,82.15,82.73,83.21
73.62,56.52,82.95,83.67,84.24,84.71
82.06,56.75,83.9,84.56,85.09,85.52
82.21,54.57,84.69,85.35,85.89,86.37
77.44,53.86,86.49,87.16,87.66,88.1
75.82,53.98,86.85,87.48,87.97,88.42
76.25,54.79,87.06,87.71,88.22,88.69
74.91,56.39,86.72,87.35,87.85,88.32
69.94,58.02,87.81,88.29,88.68,89.05
61.62,60.54,87.81,88.28,88.69,89.07
62.88,67.5,84.88,85.34,85.8,86.22
62.85,72.86,84.86,85.29,85.84,86.31
62.79,72.5,82.34,82.84,83.44,83.96
63.14,75.89,80.44,81.04,81.71,82.29
69.09,78.93,81.85,82.42,83.08,83.64
71.81,78.75,81.51,81.98,82.58,83.07
71.65,77.32,81.74,82.33,82.83,83.19
67.1,70.71,81.25,81.83,82.35,82.74
64.81,69.04,83.86,84.43,84.94,85.32
61.5,69.4,83.76,84.35,84.87,85.22
57.78,67.43,85.73,86.27,86.73,87.07
57.12,72.14,84.11,84.65,85.08,85.38
55.35,71.07,86.75,87.25,87.63,87.91
55.26,71.25,88,88.42,88.75,88.96
58.24,71.5,89.19,89.59,89.87,90.02
59,73.39,89.38,89.74,89.98,90.11
57.88,72.21,88.69,89.22,89.67,89.97
56.59,71.25,88.28,88.82,89.29,89.63
55.18,69.18,88.37,88.88,89.34,89.68
54.34,68.05,87.79,88.31,88.79,89.17
53.91,67.82,88.61,89.14,89.63,90.01
52.52,67.5,88.28,88.84,89.43,89.87
51.34,66.43,88.62,89.24,89.89,90.38
52.85,67.21,87.7,88.4,89.18,89.79
56.15,67.5,88.02,88.6,89.37,89.95
60.27,73.93,88.81,89.37,90.16,90.8
66.57,75,89.82,90.64,91.27,91.72
69.31,75.89,90.48,91.21,91.81,92.25
69.32,76.79,91.51,92.16,92.69,93.1
49.97,58.39,89.38,90.42,91.32,92.07
49.57,58.32,90.3,91.42,92.39,93.23
49.85,54.93,88.38,89.75,90.9,91.84
49.69,53.18,88.03,89.22,90.17,90.98
48.59,51.86,89.25,90.58,91.67,92.58
47.7,51.07,91.11,92.36,93.38,94.23
47.4,51.04,91.86,92.87,93.74,94.48
46,50.54,91.4,92.3,93.21,94
45.32,50.07,91.54,92.57,93.56,94.43
46.31,49.5,91.38,92.31,93.33,94.24
47,49.36,90.86,91.81,92.98,93.99
47.03,49.32,88.86,89.59,90.96,92.18
46.91,49.45,89.11,90.63,92.04,93.07
46.66,49.63,87.87,89.53,91.02,92.07
46.32,49.59,86.19,87.88,89.43,90.57
46.35,49.16,87.33,89.35,91.11,92.39
44.57,49.36,85.64,88.29,90.45,91.91
45.11,49.39,89.34,91.68,93.43,94.64
45.9,49.7,92.19,94.28,95.82,96.78
46.67,50,90.77,93.5,95.42,96.52
47.93,50.58,90.86,93.68,95.78,97.01
49.46,50.61,90.54,93.24,95.37,96.66
49.85,51.07,89.03,91.85,94,95.32
53.59,52.32,87.48,90.64,93.16,94.7
57,55.64,86.94,90.24,93.12,94.89
62.31,57.93,86.71,90.1,93.19,95.13
67.38,58.75,86.73,89.94,92.92,94.68
76.03,59.82,85.58,89.13,92.35,94.14
79.74,61.96,84.81,88.73,92.26,94.24
82,69.11,84.32,87.57,90.86,92.68
81.21,69.64,84.99,87.84,90.96,92.82
79.18,68.93,86.36,88.84,91.18,92.74
78,68.39,86.2,89.71,92.31,93.82
67.12,62.21,93.57,95.42,96.8,97.65
63.53,59.82,98.1,99.82,100.64,101.22
59.71,58.21,97.28,98.74,99.44,100.05
58.97,62.04,97.88,99.36,100.08,100.69
57.79,62.68,96.97,98.64,99.44,100.11
57.94,63.75,99.63,101.4,102.17,102.75
60.1,70,102.23,103.48,104.03,104.47
63.25,79.82,101.91,103.09,103.77,104.25
64.7,79.11,104.42,105.61,106.17,106.52
64.75,79.46,105.44,106.73,107.28,107.67
69.22,78.93,105.02,105.95,106.48,106.86
70.49,79.29,104.38,105.61,106.3,106.82
69.98,79.39,102.7,103.92,104.52,104.95
69.36,79.75,101.16,102.35,102.95,103.46
68.91,79.39,101.19,102.19,102.79,103.32
67.05,79.11,97.18,97.98,98.58,99.13
63.79,76.54,97.98,98.95,99.58,100.15
63.21,76.29,101.42,102.39,103.06,103.6
62.82,76.11,101.07,101.85,102.44,102.95
63.03,75.54,102.33,103.09,103.72,104.28
62.43,73.93,104,104.97,105.52,106
61.24,73.75,105.75,106.21,106.58,106.76
61.12,73.11,105.6,106.11,106.52,106.73
59.86,72.54,105.4,105.94,106.38,106.64
58.36,71.68,103.98,104.56,105.06,105.37
55.69,69.11,104.79,105.32,105.79,106.07
53.03,67.68,104.27,104.84,105.37,105.73
52.09,67.07,106.72,107.24,107.71,107.99
50.72,66.04,107.94,108.5,108.94,109.17
49.79,63.64,108.47,109.05,109.53,109.83
50.06,62.43,108.34,108.99,109.56,109.91
53.21,60.79,108.83,109.48,110.05,110.39
54.83,59.39,110.3,110.88,111.37,111.66
54.86,58.68,112.79,113.37,113.86,114.14
54.53,58.21,109.92,110.57,111.17,111.55
54.41,56.64,106.25,106.97,107.64,108.1
54.15,55.54,107.11,107.71,108.24,108.64
53.76,55.52,108.11,108.7,109.19,109.49
53.31,55.54,109.66,110.22,110.68,110.96
50.09,55.36,107.12,107.69,108.15,108.42
49.92,55.46,108.15,108.28,108.73,108.99
49.66,55.48,111.45,111.91,112.17,112.28
49.63,55.57,112.29,112.75,113.02,113.13
49.1,55.27,112.21,112.71,112.98,113.1
48.72,55.36,112.76,113.28,113.57,113.69
48.24,54.82,112.86,113.34,113.62,113.75
49.06,55.54,111.05,111.56,111.85,111.99
48.82,56.79,109.24,109.73,110,110.17
48.82,57.34,99.8,100.34,100.64,100.85
48.62,57.07,97.18,97.77,98.14,98.42
48.59,56.89,102.55,103.1,103.47,103.73
48.88,56.93,103.88,104.47,104.87,105.18
48.68,57.88,98.21,98.77,99.12,99.37
49.06,57.88,98.97,99.48,99.85,100.14
49.15,57.96,99.65,100.12,100.48,100.79
49.12,58.11,97.37,97.85,98.25,98.59
48.9,57.93,96.91,97.43,97.84,98.19
49.06,57.04,100.1,100.56,100.89,101.16
49.56,57,98.44,98.93,99.32,99.67
49.97,56.71,99.49,100.1,100.48,100.82
50.68,56.38,97.7,98.14,98.53,98.83
51.65,56.18,99.59,100.06,100.48,100.79
52.03,56.21,101.32,101.82,102.24,102.54
52.32,55.71,100.23,100.82,101.32,101.7
52.21,55.21,100.59,101.16,101.63,102
52.15,55.21,102.7,103.27,103.73,104.09
53.03,55.07,100.29,100.86,101.33,101.72
54.84,55.08,100.4,101,101.49,101.95
55.48,55.43,100.22,100.8,101.3,101.76
55.07,55.61,99.01,99.6,100.11,100.56
54.74,55.93,99.09,99.69,100.23,100.71
57.71,55.54,100.74,101.29,101.78,102.22
58.48,54.82,101.93,102.45,102.91,103.31
58.6,54.61,99.29,99.85,100.4,100.88
58.53,54.48,97.3,97.84,98.36,98.82
58.41,54.41,99.37,99.86,100.31,100.71
58.3,54.36,94.81,95.26,95.71,96.11
58.62,54.29,94.95,95.36,95.77,96.15
58.71,54.21,93.01,93.4,93.84,94.23
59.17,54.04,93.26,93.63,94.07,94.46
59.27,53.57,93.4,94.17,94.6,94.96
59.48,53.21,95.41,95.92,96.35,96.78
58.75,52.82,91.02,91.54,92.04,92.57
55.16,50.71,91.16,91.71,92.23,92.78
52.82,50.27,90.61,91.17,91.7,92.24
51.94,49.73,92.89,93.46,94.01,94.57
51.02,49.82,94.77,95.32,95.84,96.36
49.94,49.46,95.42,95.96,96.5,97.04
49.38,49.75,94.94,95.51,96.06,96.61
49.18,49.82,96.89,97.38,97.87,98.37
49.09,49.66,96.65,97.13,97.57,98.02
49.09,49.68,98.67,99.14,99.59,100.07
49.16,49.46,96.2,96.7,97.19,97.72
49.03,49.46,95.15,95.62,96.11,96.64
49.15,49.68,97.43,97.85,98.27,98.74
49.14,49.57,98.05,98.49,98.9,99.36
49.32,49.64,95.69,96.11,96.55,97.06
49.69,50.36,97.24,97.6,97.99,98.46
49.85,50,95.93,96.25,96.65,97.12
49.88,50.07,97.5,97.86,98.24,98.68
50,50.07,98.14,98.4,98.78,99.22
50.35,50.07,99.13,99.46,99.85,100.25
50.15,50.04,99.87,100.2,100.58,100.94
49.71,49.93,99.2,99.6,100.05,100.48
49.59,49.11,99.59,100.01,100.46,100.88
49.24,48.89,97.4,97.84,98.33,98.82
48.91,48.27,97.44,97.87,98.35,98.82
48.74,48.2,95.7,96.13,96.6,97.08
47.74,48.39,94.89,95.33,95.8,96.27
47.5,48.32,93.79,94.2,94.64,95.08
47.22,48.04,91.93,92.33,92.78,93.24
47.06,47.75,86.63,87.04,87.49,87.96
46.88,47.64,86.88,87.3,87.8,88.29
46.09,47.39,81.31,81.7,82.2,82.7
45.9,47.25,79.3,79.67,80.14,80.61
45.91,47.39,82.89,83.25,83.71,84.14
45.84,47.25,85.72,86.04,86.43,86.82
45.91,47.07,85.38,85.69,86.05,86.44
45.31,47,87.88,88.14,88.47,88.85
45.49,46.86,86.65,86.85,87.18,87.56
45.57,47.11,87.58,87.73,88.05,88.42
46.46,47.36,82.38,82.51,82.83,83.19
46.85,47.36,82.26,82.41,82.77,83.17
46.76,47.39,84.12,84.42,84.69,85.03
47.55,47.32,85.44,85.74,86.11,86.51
47.53,47.32,85.16,85.53,85.94,86.37
47.59,47.32,85.3,85.64,86.02,86.44
47.34,47.36,85.37,85.7,86.06,86.45
47.32,47.38,88.9,89.19,89.5,89.81
47.24,47.36,88.81,89.16,89.57,89.88
46.94,47.29,88.93,89.24,89.62,89.94
46.56,47.07,86.45,86.74,87.13,87.46
45.65,46.63,86.02,86.31,86.7,87.05
45.35,46.59,89.34,89.55,89.86,90.14
45.41,46.57,89.05,89.23,89.49,89.7
45.34,46.3,87.24,87.41,87.68,87.93
45.12,46.2,88.19,88.31,88.46,88.64
44.87,46.13,90.21,90.28,90.39,90.52
44.79,46.02,88.91,89.01,89.16,89.36
44.44,46.63,89.4,89.59,89.81,90.03
44.66,46.88,87.96,88.18,88.44,88.73
45.26,47.18,85.7,85.81,86.03,86.27
45.21,48.5,86.89,86.92,87.17,87.43
45.26,50.43,85.92,86.18,86.46,86.73
44.96,50.64,80.51,80.75,80.99,81.23
44.96,48.68,79.85,80.12,80.4,80.69
44.96,47.5,80.24,80.48,80.73,80.98
43.96,47.29,84.45,84.68,84.94,85.17
42.68,47.14,81.21,81.46,81.73,82
41.65,47.32,82.14,82.34,82.55,82.75
41.44,47.43,79.2,79.33,79.46,79.6
41.46,47.46,77.61,77.83,78.04,78.25
41.59,47.43,75.67,75.87,76.07,76.29
41.63,50.54,79.68,79.83,79.96,80.11
41.59,62.32,82.59,82.8,82.93,83.09
41.41,65.04,82.98,83.17,83.25,83.35
41.24,65,85.41,85.59,85.67,85.77
42.68,61.54,85.81,86.01,86.16,86.37
43.26,59.46,85.57,85.78,85.95,86.14
43.68,58.29,84.23,84.45,84.63,84.85
44.62,57.82,86.8,87,87.1,87.22
45.78,57.18,86.38,86.62,86.8,87
47.59,56.68,88.34,88.53,88.68,88.85
48.32,56.68,86.11,86.29,86.43,86.6
49.56,56.36,85.3,86.07,86.21,86.37
50.91,55.79,87.4,87.47,87.57,87.69
52.24,56.21,91.27,91.14,91.03,90.9
54.44,56.39,93.17,92.93,92.67,92.41
55.61,56.57,90.2,90.18,90.15,90.08
54.97,56.64,93.96,93.82,93.68,93.54
51.18,56.89,93.32,93.24,93.17,93.09
49.03,56.54,93.19,93.08,92.99,92.92
49.07,56.64,92.19,92.05,91.91,91.78
49.52,56.54,92.51,92.35,92.19,92.05
49.09,55.57,94.07,93.91,93.74,93.59
49.18,55.55,94.26,94.19,94.13,94.09
49.71,55.3,95.52,95.45,95.41,95.39
51.79,55.39,96.8,96.7,96.64,96.59
54.85,56.68,95.74,95.64,95.54,95.45
58.21,58.96,97.78,97.68,97.56,97.45
58.59,60,98.99,98.89,98.74,98.63
60.43,60.54,98.14,98.22,98.15,98.1
62.28,61.79,99.37,99.43,99.35,99.27
62.71,61.64,102.59,102.6,102.48,102.38
63.96,61.66,98.82,98.93,98.9,98.89
66.73,62.21,97.41,97.67,97.63,97.62
67.37,62.71,96.92,96.99,97.06,97.09
68.46,62.54,98.01,98.19,98.36,98.46
67.35,62.46,96.17,96.37,96.56,96.7
60.52,61.27,96.77,96.91,97.03,97.05
59.43,60.89,98.21,98.33,98.43,98.45
59.13,60.64,99.79,99.88,99.95,99.91
59.52,63.93,100.36,100.46,100.55,100.56
59.24,62.32,100.2,100.33,100.45,100.49
58.9,61.71,100.96,101.09,101.22,101.25
58.91,60.84,100.99,101.13,101.27,101.34
59,60,101.28,101.45,101.62,101.72
58.66,59.64,100.49,100.68,100.86,101.03
58.53,59.75,98.34,98.54,98.74,98.93
58.28,59.61,99.41,99.6,99.75,99.89
57.74,59.68,97.77,97.99,98.18,98.37
56.65,59.71,100.14,100.32,100.48,100.65
56.88,59.75,94.95,95.14,95.37,95.59
56.81,60.07,93.87,94.07,94.31,94.55
56.88,62.61,93.53,93.75,93.98,94.22
57.45,65.95,93.88,94.05,94.25,94.45
57.79,66.61,97.22,97.24,97.42,97.59
