X,Y,RCLC1,RCLC2,RCLC3,RCLC4
49.63,82.21,78.37,79.77,80.94,81.84
53.97,82.52,76.6,78.17,79.45,80.44
56.25,82.52,76.46,78.21,79.65,80.76
56.59,82.15,75.47,77.25,78.72,79.84
56.59,81.54,73.93,75.91,77.55,78.75
57.22,78.35,72.62,74.62,76.14,77.24
56.97,72.83,70.67,72.55,73.92,74.9
57.3,72.9,70.54,72.32,73.68,74.64
56.91,69.23,69.87,71.95,73.54,74.63
56.94,68.77,69.51,71.86,73.46,74.56
57.75,68.85,70.69,72.69,73.93,74.84
58.61,68.46,72.66,74.38,75.32,76.09
60.11,69.35,72.65,74.08,74.89,75.56
60.33,72.62,73.36,74.42,75.23,75.99
59.63,73.08,72.47,73.72,74.55,75.32
59.02,72.6,74.4,75.06,75.74,76.36
58.67,76.23,76.67,77.25,77.86,78.43
58.91,74.06,78.05,78.66,79.32,79.86
70.08,129.12,81.51,82.12,82.65,83.12
69.86,146.44,81.77,82.41,82.99,83.52
70.62,157.15,83.18,83.75,84.31,84.86
80.81,157.23,82.66,83.19,83.75,84.29
95.63,152.15,82.75,83.3,83.87,84.47
101.81,155.31,82.52,83.01,83.55,84.14
105.25,160.77,80.79,81.17,81.7,82.28
118.13,167.35,79.65,80.04,80.6,81.21
121.25,173.85,79.39,79.88,80.47,81.11
121.81,175.58,78,78.37,78.97,79.64
126.41,173.08,79.02,79.32,79.81,80.4
125.84,163.85,77.62,77.74,78.23,78.85
120.31,144.81,76.08,76.53,77.13,77.74
113.42,124.04,74.54,74.92,75.46,76.05
109.69,120.19,75.26,75.69,76.27,76.84
112.3,104.23,74.71,75.15,75.73,76.29
114.48,104.62,73.67,74.15,74.75,75.32
117.41,104.04,73.64,74.07,74.64,75.18
117.28,95.58,72.89,73.35,73.95,74.53
111.09,90.38,74.43,74.91,75.52,76.11
109,89.62,77.23,77.72,78.34,78.91
100.63,91.35,76.98,77.43,78.05,78.64
91.72,91.08,73.14,73.54,74.14,74.74
86.67,86.56,71.19,71.52,71.95,72.45
80.45,85.38,71.89,72.29,72.76,73.26
73.44,84.81,73.75,74.2,74.71,75.24
71.59,84.15,74.52,74.89,75.34,75.83
67.75,85.38,75.28,75.72,76.23,76.73
66.09,88.38,74.13,74.5,75.03,75.57
66.43,92.31,77.01,77.42,77.92,78.42
65.05,96.06,77.33,77.73,78.22,78.71
63.22,97.88,79.06,79.42,79.85,80.27
67.97,98.85,79.81,80.06,80.45,80.85
74.56,102.31,80.16,80.31,80.72,81.13
77.66,112.69,78.86,79.29,79.74,80.17
81.67,132.31,80,80.38,80.78,81.17
81.59,128.65,78.17,78.53,78.9,79.27
76.94,128.27,79.66,80.01,80.37,80.71
77.19,126.35,78.7,79.08,79.48,79.86
77.53,121.35,79.68,80.06,80.44,80.81
77.66,123.08,80.87,81.26,81.64,82
78.38,119.42,80.21,80.63,81.1,81.54
79.36,117.69,81.5,81.92,82.37,82.82
79.64,115.38,81.87,82.31,82.78,83.25
80.5,110.96,81.49,81.86,82.3,82.75
85.94,107.69,82.09,82.43,82.79,83.19
86.62,104.04,82.11,82.43,82.78,83.18
85.85,102.31,81.24,81.54,81.88,82.25
85.47,101.15,79.8,80.08,80.43,80.8
92.44,98.27,81.7,81.97,82.31,82.65
94.23,95.58,82.93,83.21,83.56,83.89
95.8,89.04,82.2,82.54,82.94,83.34
92.19,92.12,80.68,80.97,81.36,81.77
88.98,94.33,81.25,81.6,81.97,82.38
82.47,95.19,81.91,82.25,82.63,82.96
78.63,94.04,80.61,81.01,81.44,81.81
77.34,94.23,80.53,80.99,81.46,81.83
77.03,86.92,80,80.47,80.96,81.33
76.59,84.23,82.17,82.59,83.02,83.32
74.9,84.42,82.37,82.77,83.17,83.46
76.59,87.31,83.76,84.18,84.57,84.84
83.24,91.04,84.87,85.34,85.78,86.11
85.6,90.38,86.84,87.15,87.65,88.02
88.73,91.54,85.88,86.51,87.17,87.69
94.53,93.46,85.39,86.03,86.75,87.34
95.32,93.08,84.92,85.63,86.52,87.25
97.12,93.46,84.34,85.28,86.41,87.27
97.02,96.15,84.05,85.11,86.16,86.87
96.99,97.31,85.84,86.73,87.71,88.33
96.7,97.88,85.51,86.75,88.07,88.9
96.89,98.46,83.24,84.67,86.22,87.15
96.67,100.77,81.45,83.13,84.62,85.54
96.63,124.04,83.45,83.85,85.25,86.14
95.01,125.58,83.68,85.63,86.75,87.51
94.86,126.35,83.7,85.64,86.85,87.63
97.05,131.35,85.12,87.04,88.3,89.07
95.27,143.65,84.2,86.47,87.95,88.82
92.22,151.35,82.44,85,86.77,87.76
91.48,151.54,83.22,85.67,87.29,88.19
90.17,151.88,85.17,87.25,88.51,89.25
90.11,152.12,86.15,88.36,89.68,90.41
89.33,148.27,82.74,85.76,87.26,88.15
88.73,125.46,79.97,82.99,84.56,85.47
87.27,122.5,77.11,80.18,81.8,82.7
82.35,108.46,75.11,78.51,80.22,81.22
79.78,104.62,76.8,80.52,82.17,83.17
73.66,100,76.37,80.22,82.18,83.27
71.02,107.12,75.65,80.15,82.55,83.74
70.38,115.58,74.4,78.99,81.43,82.7
71.41,139.62,71.61,75.43,77.67,78.98
71.93,148.96,70.08,73.22,75.06,76.17
71.95,151.73,69.41,72.7,74.39,75.48
71.16,150.58,69.87,72.48,73.78,74.7
70.4,142.88,68.01,70.8,71.96,72.79
70.32,138.27,70.04,71.67,72.75,73.55
69.97,120.77,70.21,71.62,72.59,73.33
68.92,113.27,68.75,70.1,71.04,71.76
68.86,108.46,71.51,72.54,73.36,74.02
68.67,106.92,74.55,75.62,76.5,77.18
70.33,106.35,73.97,75.16,76.12,76.88
78.72,106.73,72.58,73.9,74.9,75.71
82.34,109.71,72.86,74.5,75.76,76.67
89.56,110,74.61,76.05,77.11,77.99
90.99,108.65,71.51,72.8,73.77,74.64
90.14,107.79,71.44,72.77,73.85,74.78
88.78,107.4,71.99,73.06,73.98,74.78
91.95,108.27,74.38,75.44,76.33,77.03
103.48,111.15,75.48,76.68,77.6,78.32
105.7,111.73,73.78,75.34,76.51,77.36
105.47,111.92,75.12,76.28,77.16,77.93
107.09,107.77,76.94,77.91,78.71,79.42
108.88,108.37,77.67,78.72,79.6,80.3
108.94,107.46,76.79,78.04,79.12,79.99
108.7,105.38,77.18,78.26,79.18,79.92
107.53,104.81,77.82,78.61,79.48,80.21
100.47,100.96,77.21,77.85,78.66,79.36
93.91,99.42,76.35,77.03,77.65,78.28
89.38,93.27,76.51,77.15,77.66,78.19
86.73,88.85,78.86,79.43,79.9,80.38
79.66,87.88,78.25,78.9,79.48,80.04
70.96,86.15,75.94,76.57,77.1,77.61
67.47,85,75.63,76.16,76.6,77.05
66.27,83.65,72.95,73.46,73.93,74.45
65,77.5,72.14,72.6,73.06,73.59
63.92,69.31,71.98,72.51,73.06,73.67
62.89,65.96,74.07,74.64,75.19,75.8
57.95,71.92,75.44,76.03,76.58,77.2
56.08,71.87,76.09,76.63,77.07,77.62
50.87,72.5,74.95,75.44,75.87,76.42
50.41,72.31,77.15,77.59,77.98,78.53
61.53,73.46,77.04,77.45,77.79,78.29
62.64,81.15,76.62,77.01,77.38,77.91
60.75,85.38,76.01,76.38,76.8,77.36
58.7,87.88,76.54,76.9,77.29,77.82
57.33,92.5,77.44,77.58,77.92,78.39
57.19,102.5,76.56,77,77.56,78.09
55.53,97.88,79.3,79.64,80.12,80.57
55.07,95.96,78.98,79.34,79.83,80.31
55.91,94.71,78.98,79.37,79.86,80.35
56.56,91.15,77.5,77.9,78.41,78.91
54.77,85,76.99,77.44,78.03,78.59
50.69,83.63,78.36,78.83,79.43,79.99
49.53,80,78.95,79.39,79.95,80.51
49,77.69,81.34,81.76,82.3,82.82
47.84,75.38,82.55,82.99,83.53,84.05
47.18,77.42,82.47,82.91,83.46,83.98
47.34,77.69,82.01,82.45,83,83.53
47.21,88.46,80.7,81.18,81.77,82.35
47.14,92.5,81.48,81.95,82.56,83.17
47.91,91.73,80.25,80.71,81.31,81.96
55.09,88.46,78.02,78.49,79.13,79.78
56.31,86.73,75.74,76.15,76.73,77.31
58.86,86.35,75.39,75.77,76.36,76.94
60.3,84.81,75.24,75.6,76.25,76.88
59.31,79.81,75.77,76.16,76.95,77.75
58.41,78.08,75.42,75.78,76.51,77.3
53.34,77.96,74.43,74.77,75.42,76.15
50.74,71.67,73.46,73.82,74.46,75.22
50.43,69.81,73.1,73.73,74.5,75.19
49.63,67.69,71.63,72.36,73.22,73.97
49.08,67.5,72.52,73.24,74.11,74.87
49,67.5,73.36,74.22,75.19,76.04
48.78,66.92,75.17,76.21,77.3,78.15
48.84,66.5,71.92,73.54,75.1,76.19
49.09,65.44,73.91,75.36,76.86,77.9
49.09,62.5,75.02,76.24,77.49,78.43
48.72,62.31,74.6,75.97,77.29,78.25
47.63,63.79,74.09,75.85,77.47,78.73
47.22,64.87,74.67,76.37,77.91,79.04
47.13,67.77,74.25,75.79,77.23,78.27
47.23,67.88,76.45,77.37,78.26,79
46.78,67.69,77.19,78.03,78.87,79.65
47.19,67.46,76.8,77.83,78.83,79.74
47.38,67.31,76.02,77.12,78.4,79.43
47.5,67.67,74.57,75.74,77.19,78.33
47.38,67.31,73.66,74.92,76.67,78.08
47.62,66.63,74.86,76.19,77.8,79.09
47.49,65.42,73.52,74.97,76.65,77.99
47.49,65.23,74.71,76.3,77.63,78.56
47.46,65.46,75.18,76.54,77.7,78.57
47.49,66.92,76.49,77.65,78.62,79.41
47.23,67.31,76.52,77.5,78.35,79.07
47.03,66.73,76.18,77.41,78.4,79.17
47.12,67.19,77.86,79.09,80.15,80.97
46.42,67.5,79.97,80.95,81.81,82.58
45.99,67.12,81.58,82.5,83.28,83.95
45.94,67.4,81.47,82.2,82.88,83.5
45.47,68.27,82.82,83.64,84.39,85.01
44.92,79.42,83.23,83.99,84.77,85.38
44.2,92.5,81.67,82.38,83.16,83.77
44,96.73,82.66,83.35,84.04,84.58
44.32,96.92,81.33,83.01,83.88,84.5
44.86,96.92,81.67,82.45,83.32,83.98
45.42,83.08,83.36,83.74,84.49,85.09
45.39,81.92,82.69,83.36,84.04,84.59
45.39,91.62,81.25,81.93,82.61,83.17
45.58,91.15,83.08,83.8,84.49,85.07
45.14,90.38,79.49,80.16,80.88,81.53
44.74,88.08,81.77,82.54,83.26,83.84
44.25,86.35,80.56,81.33,81.94,82.46
44.5,80.87,81.69,82.45,83.06,83.56
44.83,76.35,82.52,83.21,83.76,84.22
44.79,69.62,82.55,83.2,83.74,84.2
51.53,66.33,81.94,82.67,83.28,83.79
55.91,74.04,82.18,82.94,83.57,84.08
66.41,74.23,81.43,82.15,82.73,83.21
73.62,70.89,82.95,83.67,84.24,84.71
82.06,68.75,83.9,84.56,85.09,85.52
82.21,69.46,84.69,85.35,85.89,86.37
77.44,72.86,86.49,87.16,87.66,88.1
75.82,77.5,86.85,87.48,87.97,88.42
76.25,77.68,87.06,87.71,88.22,88.69
74.91,76.07,86.72,87.35,87.85,88.32
69.94,74.64,87.81,88.29,88.68,89.05
61.62,83.57,87.81,88.28,88.69,89.07
62.88,105.08,84.88,85.34,85.8,86.22
62.85,112.14,84.86,85.29,85.84,86.31
62.79,111.96,82.34,82.84,83.44,83.96
63.14,110.54,80.44,81.04,81.71,82.29
69.09,108.04,81.85,82.42,83.08,83.64
71.81,100.89,81.51,81.98,82.58,83.07
71.65,100.09,81.74,82.33,82.83,83.19
67.1,94.64,81.25,81.83,82.35,82.74
64.81,94.11,83.86,84.43,84.94,85.32
61.5,106.5,83.76,84.35,84.87,85.22
57.78,110.18,85.73,86.27,86.73,87.07
57.12,120.71,84.11,84.65,85.08,85.38
55.35,120.54,86.75,87.25,87.63,87.91
55.26,120,88,88.42,88.75,88.96
58.24,109.82,89.19,89.59,89.87,90.02
59,104.64,89.38,89.74,89.98,90.11
57.88,103.39,88.69,89.22,89.67,89.97
56.59,97.04,88.28,88.82,89.29,89.63
55.18,95.71,88.37,88.88,89.34,89.68
54.34,95.29,87.79,88.31,88.79,89.17
53.91,94.91,88.61,89.14,89.63,90.01
52.52,97.77,88.28,88.84,89.43,89.87
51.34,98.29,88.62,89.24,89.89,90.38
52.85,101.61,87.7,88.4,89.18,89.79
56.15,102.86,88.02,88.6,89.37,89.95
60.27,105.18,88.81,89.37,90.16,90.8
66.57,111.43,89.82,90.64,91.27,91.72
69.31,118.57,90.48,91.21,91.81,92.25
69.32,118.39,91.51,92.16,92.69,93.1
49.97,79.29,89.38,90.42,91.32,92.07
49.57,75.61,90.3,91.42,92.39,93.23
49.85,59.82,88.38,89.75,90.9,91.84
49.69,59.29,88.03,89.22,90.17,90.98
48.59,59.29,89.25,90.58,91.67,92.58
47.7,60.18,91.11,92.36,93.38,94.23
47.4,60.42,91.86,92.87,93.74,94.48
46,60,91.4,92.3,93.21,94
45.32,59.82,91.54,92.57,93.56,94.43
46.31,59.55,91.38,92.31,93.33,94.24
47,58.57,90.86,91.81,92.98,93.99
47.03,57.68,88.86,89.59,90.96,92.18
46.91,59.18,89.11,90.63,92.04,93.07
46.66,59.64,87.87,89.53,91.02,92.07
46.32,60.54,86.19,87.88,89.43,90.57
46.35,62.5,87.33,89.35,91.11,92.39
44.57,65.89,85.64,88.29,90.45,91.91
45.11,67.68,89.34,91.68,93.43,94.64
45.9,66.54,92.19,94.28,95.82,96.78
46.67,67.68,90.77,93.5,95.42,96.52
47.93,66.92,90.86,93.68,95.78,97.01
49.46,67.14,90.54,93.24,95.37,96.66
49.85,67.77,89.03,91.85,94,95.32
53.59,73.75,87.48,90.64,93.16,94.7
57,78.04,86.94,90.24,93.12,94.89
62.31,79.29,86.71,90.1,93.19,95.13
67.38,73.93,86.73,89.94,92.92,94.68
76.03,66.96,85.58,89.13,92.35,94.14
79.74,70.21,84.81,88.73,92.26,94.24
82,70.54,84.32,87.57,90.86,92.68
81.21,72.21,84.99,87.84,90.96,92.82
79.18,81.43,86.36,88.84,91.18,92.74
78,82.32,86.2,89.71,92.31,93.82
67.12,80.18,93.57,95.42,96.8,97.65
63.53,76.07,98.1,99.82,100.64,101.22
59.71,79.2,97.28,98.74,99.44,100.05
58.97,84.82,97.88,99.36,100.08,100.69
57.79,84.55,96.97,98.64,99.44,100.11
57.94,91.88,99.63,101.4,102.17,102.75
60.1,103.57,102.23,103.48,104.03,104.47
63.25,111.96,101.91,103.09,103.77,104.25
64.7,107.86,104.42,105.61,106.17,106.52
64.75,106.43,105.44,106.73,107.28,107.67
69.22,105,105.02,105.95,106.48,106.86
70.49,104.64,104.38,105.61,106.3,106.82
69.98,105.54,102.7,103.92,104.52,104.95
69.36,109.11,101.16,102.35,102.95,103.46
68.91,110,101.19,102.19,102.79,103.32
67.05,110.71,97.18,97.98,98.58,99.13
63.79,110.54,97.98,98.95,99.58,100.15
63.21,111.43,101.42,102.39,103.06,103.6
62.82,110.89,101.07,101.85,102.44,102.95
63.03,110.36,102.33,103.09,103.72,104.28
62.43,111.96,104,104.97,105.52,106
61.24,111.43,105.75,106.21,106.58,106.76
61.12,110.36,105.6,106.11,106.52,106.73
59.86,109.46,105.4,105.94,106.38,106.64
58.36,104.11,103.98,104.56,105.06,105.37
55.69,92.86,104.79,105.32,105.79,106.07
53.03,90.71,104.27,104.84,105.37,105.73
52.09,89.82,106.72,107.24,107.71,107.99
50.72,88.39,107.94,108.5,108.94,109.17
49.79,80.54,108.47,109.05,109.53,109.83
50.06,78.93,108.34,108.99,109.56,109.91
53.21,78.48,108.83,109.48,110.05,110.39
54.83,77.14,110.3,110.88,111.37,111.66
54.86,77.14,112.79,113.37,113.86,114.14
54.53,76.96,109.92,110.57,111.17,111.55
54.41,78.75,106.25,106.97,107.64,108.1
54.15,80.09,107.11,107.71,108.24,108.64
53.76,81.25,108.11,108.7,109.19,109.49
53.31,82.77,109.66,110.22,110.68,110.96
50.09,82.46,107.12,107.69,108.15,108.42
49.92,83.57,108.15,108.28,108.73,108.99
49.66,83.93,111.45,111.91,112.17,112.28
49.63,85.36,112.29,112.75,113.02,113.13
49.1,85.18,112.21,112.71,112.98,113.1
48.72,86.16,112.76,113.28,113.57,113.69
48.24,85.89,112.86,113.34,113.62,113.75
49.06,86.61,111.05,111.56,111.85,111.99
48.82,88.04,109.24,109.73,110,110.17
48.82,88.75,99.8,100.34,100.64,100.85
48.62,88.04,97.18,97.77,98.14,98.42
48.59,87.32,102.55,103.1,103.47,103.73
48.88,85.07,103.88,104.47,104.87,105.18
48.68,82.86,98.21,98.77,99.12,99.37
49.06,82.95,98.97,99.48,99.85,100.14
49.15,85.71,99.65,100.12,100.48,100.79
49.12,90.71,97.37,97.85,98.25,98.59
48.9,92.23,96.91,97.43,97.84,98.19
49.06,86.88,100.1,100.56,100.89,101.16
49.56,83.48,98.44,98.93,99.32,99.67
49.97,80.71,99.49,100.1,100.48,100.82
50.68,78.84,97.7,98.14,98.53,98.83
51.65,79.64,99.59,100.06,100.48,100.79
52.03,78.04,101.32,101.82,102.24,102.54
52.32,74.82,100.23,100.82,101.32,101.7
52.21,75,100.59,101.16,101.63,102
52.15,75,102.7,103.27,103.73,104.09
53.03,74.46,100.29,100.86,101.33,101.72
54.84,72.67,100.4,101,101.49,101.95
55.48,70.89,100.22,100.8,101.3,101.76
55.07,70.36,99.01,99.6,100.11,100.56
54.74,67.86,99.09,99.69,100.23,100.71
57.71,67.14,100.74,101.29,101.78,102.22
58.48,67.5,101.93,102.45,102.91,103.31
58.6,67.5,99.29,99.85,100.4,100.88
58.53,67.5,97.3,97.84,98.36,98.82
58.41,67.5,99.37,99.86,100.31,100.71
58.3,67.68,94.81,95.26,95.71,96.11
58.62,67.86,94.95,95.36,95.77,96.15
58.71,67.86,93.01,93.4,93.84,94.23
59.17,67.68,93.26,93.63,94.07,94.46
59.27,67.5,93.4,94.17,94.6,94.96
59.48,66.88,95.41,95.92,96.35,96.78
58.75,66.84,91.02,91.54,92.04,92.57
55.16,66.93,91.16,91.71,92.23,92.78
52.82,67.09,90.61,91.17,91.7,92.24
51.94,67.11,92.89,93.46,94.01,94.57
51.02,67.54,94.77,95.32,95.84,96.36
49.94,67.36,95.42,95.96,96.5,97.04
49.38,68.75,94.94,95.51,96.06,96.61
49.18,67.71,96.89,97.38,97.87,98.37
49.09,67.5,96.65,97.13,97.57,98.02
49.09,67.68,98.67,99.14,99.59,100.07
49.16,67.32,96.2,96.7,97.19,97.72
49.03,67.34,95.15,95.62,96.11,96.64
49.15,69.36,97.43,97.85,98.27,98.74
49.14,72.71,98.05,98.49,98.9,99.36
49.32,74.89,95.69,96.11,96.55,97.06
49.69,78.21,97.24,97.6,97.99,98.46
49.85,79.38,95.93,96.25,96.65,97.12
49.88,79.35,97.5,97.86,98.24,98.68
50,77.32,98.14,98.4,98.78,99.22
50.35,71.25,99.13,99.46,99.85,100.25
50.15,71.61,99.87,100.2,100.58,100.94
49.71,70.71,99.2,99.6,100.05,100.48
49.59,70.89,99.59,100.01,100.46,100.88
49.24,70.89,97.4,97.84,98.33,98.82
48.91,70.71,97.44,97.87,98.35,98.82
48.74,70.89,95.7,96.13,96.6,97.08
47.74,70.18,94.89,95.33,95.8,96.27
47.5,70.21,93.79,94.2,94.64,95.08
47.22,70.54,91.93,92.33,92.78,93.24
47.06,70.46,86.63,87.04,87.49,87.96
46.88,70.54,86.88,87.3,87.8,88.29
46.09,70.45,81.31,81.7,82.2,82.7
45.9,70.27,79.3,79.67,80.14,80.61
45.91,70.11,82.89,83.25,83.71,84.14
45.84,69.18,85.72,86.04,86.43,86.82
45.91,67.61,85.38,85.69,86.05,86.44
45.31,67.31,87.88,88.14,88.47,88.85
45.49,66.34,86.65,86.85,87.18,87.56
45.57,66.02,87.58,87.73,88.05,88.42
46.46,67,82.38,82.51,82.83,83.19
46.85,67.11,82.26,82.41,82.77,83.17
46.76,66.25,84.12,84.42,84.69,85.03
47.55,66.61,85.44,85.74,86.11,86.51
47.53,66.25,85.16,85.53,85.94,86.37
47.59,65.18,85.3,85.64,86.02,86.44
47.34,65,85.37,85.7,86.06,86.45
47.32,65,88.9,89.19,89.5,89.81
47.24,65,88.81,89.16,89.57,89.88
46.94,65,88.93,89.24,89.62,89.94
46.56,65,86.45,86.74,87.13,87.46
45.65,63.75,86.02,86.31,86.7,87.05
45.35,63.48,89.34,89.55,89.86,90.14
45.41,64.29,89.05,89.23,89.49,89.7
45.34,64.55,87.24,87.41,87.68,87.93
45.12,65.89,88.19,88.31,88.46,88.64
44.87,66.88,90.21,90.28,90.39,90.52
44.79,67.86,88.91,89.01,89.16,89.36
44.44,68.66,89.4,89.59,89.81,90.03
44.66,70.89,87.96,88.18,88.44,88.73
45.26,72.95,85.7,85.81,86.03,86.27
45.21,82.68,86.89,86.92,87.17,87.43
45.26,83.39,85.92,86.18,86.46,86.73
44.96,81.79,80.51,80.75,80.99,81.23
44.96,75.18,79.85,80.12,80.4,80.69
44.96,73.39,80.24,80.48,80.73,80.98
43.96,74.46,84.45,84.68,84.94,85.17
42.68,75.45,81.21,81.46,81.73,82
41.65,74.64,82.14,82.34,82.55,82.75
41.44,73.66,79.2,79.33,79.46,79.6
41.46,72.68,77.61,77.83,78.04,78.25
41.59,73.46,75.67,75.87,76.07,76.29
41.63,82.68,79.68,79.83,79.96,80.11
41.59,88.93,82.59,82.8,82.93,83.09
41.41,100,82.98,83.17,83.25,83.35
41.24,102.95,85.41,85.59,85.67,85.77
42.68,104.29,85.81,86.01,86.16,86.37
43.26,103.57,85.57,85.78,85.95,86.14
43.68,101.43,84.23,84.45,84.63,84.85
44.62,99.64,86.8,87,87.1,87.22
45.78,97.68,86.38,86.62,86.8,87
47.59,95.04,88.34,88.53,88.68,88.85
48.32,94.75,86.11,86.29,86.43,86.6
49.56,89.64,85.3,86.07,86.21,86.37
50.91,86.7,87.4,87.47,87.57,87.69
52.24,85.54,91.27,91.14,91.03,90.9
54.44,77.86,93.17,92.93,92.67,92.41
55.61,75.89,90.2,90.18,90.15,90.08
54.97,78.14,93.96,93.82,93.68,93.54
51.18,78.21,93.32,93.24,93.17,93.09
49.03,77.77,93.19,93.08,92.99,92.92
49.07,77.59,92.19,92.05,91.91,91.78
49.52,77.5,92.51,92.35,92.19,92.05
49.09,78.93,94.07,93.91,93.74,93.59
49.18,78.21,94.26,94.19,94.13,94.09
49.71,76.07,95.52,95.45,95.41,95.39
51.79,76.79,96.8,96.7,96.64,96.59
54.85,76.95,95.74,95.64,95.54,95.45
58.21,76.52,97.78,97.68,97.56,97.45
58.59,76.46,98.99,98.89,98.74,98.63
60.43,75.3,98.14,98.22,98.15,98.1
62.28,73.93,99.37,99.43,99.35,99.27
62.71,72.54,102.59,102.6,102.48,102.38
63.96,72.57,98.82,98.93,98.9,98.89
66.73,72.84,97.41,97.67,97.63,97.62
67.37,72.57,96.92,96.99,97.06,97.09
68.46,72.75,98.01,98.19,98.36,98.46
67.35,73.38,96.17,96.37,96.56,96.7
60.52,77.02,96.77,96.91,97.03,97.05
59.43,77.86,98.21,98.33,98.43,98.45
59.13,87.14,99.79,99.88,99.95,99.91
59.52,88.93,100.36,100.46,100.55,100.56
59.24,86.79,100.2,100.33,100.45,100.49
58.9,80.89,100.96,101.09,101.22,101.25
58.91,79.11,100.99,101.13,101.27,101.34
59,75.16,101.28,101.45,101.62,101.72
58.66,76.2,100.49,100.68,100.86,101.03
58.53,79.61,98.34,98.54,98.74,98.93
58.28,81.96,99.41,99.6,99.75,99.89
57.74,83.39,97.77,97.99,98.18,98.37
56.65,84.02,100.14,100.32,100.48,100.65
56.88,84.11,94.95,95.14,95.37,95.59
56.81,90.27,93.87,94.07,94.31,94.55
56.88,92.75,93.53,93.75,93.98,94.22
57.45,91.88,93.88,94.05,94.25,94.45
