,date,open,close,high,low,volume,code
0,2013-01-04,4.69,4.65,4.74,4.62,51861.0,600339
1,2013-01-07,4.63,4.72,4.75,4.62,56814.0,600339
2,2013-01-08,4.73,4.85,4.87,4.73,129418.0,600339
3,2013-01-09,4.94,4.88,4.99,4.82,148013.0,600339
4,2013-01-10,4.86,4.87,4.92,4.83,65491.0,600339
5,2013-01-11,4.85,4.68,4.89,4.66,83160.0,600339
6,2013-01-14,4.7,4.82,4.84,4.65,71243.0,600339
7,2013-01-15,4.82,4.88,4.92,4.78,94003.0,600339
8,2013-01-16,4.86,5.06,5.15,4.83,198446.0,600339
9,2013-01-17,5.02,4.95,5.13,4.92,107451.0,600339
10,2013-01-18,4.95,5.0,5.08,4.93,67571.0,600339
11,2013-01-21,5.0,4.97,5.03,4.93,58321.0,600339
12,2013-01-22,4.98,4.86,5.01,4.84,57717.0,600339
13,2013-01-23,4.85,4.84,4.89,4.76,46196.0,600339
14,2013-01-24,4.84,4.73,4.93,4.65,63256.0,600339
15,2013-01-25,4.75,4.7,4.75,4.65,36364.0,600339
16,2013-01-28,4.66,4.78,4.78,4.66,39708.0,600339
17,2013-01-29,4.79,4.84,4.84,4.75,43095.0,600339
18,2013-01-30,4.78,4.78,4.82,4.74,55360.0,600339
19,2013-01-31,4.78,4.86,4.86,4.69,78363.0,600339
20,2013-02-01,4.9,4.82,4.95,4.81,71422.0,600339
21,2013-02-04,4.81,4.91,4.93,4.69,129649.0,600339
22,2013-02-05,4.98,4.86,4.98,4.77,85610.0,600339
23,2013-02-06,4.84,4.87,4.88,4.81,55998.0,600339
24,2013-02-07,4.87,4.85,4.93,4.84,68423.0,600339
25,2013-02-08,4.85,4.88,4.91,4.85,43214.0,600339
26,2013-02-18,4.9,4.93,4.96,4.88,53318.0,600339
27,2013-02-19,4.94,4.93,5.03,4.91,82011.0,600339
28,2013-02-20,4.98,5.09,5.1,4.94,138087.0,600339
29,2013-02-21,5.02,4.9,5.05,4.88,90998.0,600339
30,2013-02-22,4.9,4.81,4.93,4.8,71808.0,600339
31,2013-02-25,4.82,4.87,4.89,4.8,53884.0,600339
32,2013-02-26,4.85,4.73,4.85,4.72,63134.0,600339
33,2013-02-27,4.77,4.74,4.8,4.67,62288.0,600339
34,2013-02-28,4.74,4.84,4.85,4.73,44795.0,600339
35,2013-03-01,4.81,4.93,4.93,4.81,70208.0,600339
36,2013-03-04,4.89,4.74,4.89,4.69,71097.0,600339
37,2013-03-05,4.72,4.9,4.91,4.7,69249.0,600339
38,2013-03-06,4.88,4.99,5.03,4.88,129221.0,600339
39,2013-03-07,4.98,4.95,5.02,4.91,70975.0,600339
40,2013-03-08,5.05,4.96,5.2,4.95,156001.0,600339
41,2013-03-11,4.88,4.84,4.94,4.79,72010.0,600339
42,2013-03-12,4.84,4.72,4.87,4.67,60116.0,600339
43,2013-03-13,4.73,4.73,4.76,4.63,49672.0,600339
44,2013-03-14,4.72,4.74,4.79,4.68,45453.0,600339
45,2013-03-15,4.75,4.72,4.77,4.66,50616.0,600339
46,2013-03-18,4.7,4.66,4.73,4.64,33540.0,600339
47,2013-03-19,4.69,4.6,4.69,4.54,37012.0,600339
48,2013-03-20,4.61,4.68,4.7,4.58,44815.0,600339
49,2013-03-21,4.7,4.73,4.73,4.66,46736.0,600339
50,2013-03-22,4.71,4.79,4.88,4.69,77015.0,600339
51,2013-03-25,4.79,4.8,4.83,4.74,40446.0,600339
52,2013-03-26,4.78,4.75,4.8,4.7,34555.0,600339
53,2013-03-27,4.77,4.87,4.97,4.74,121370.0,600339
54,2013-03-28,4.81,4.62,4.81,4.6,81343.0,600339
55,2013-03-29,4.65,4.59,4.67,4.58,37751.0,600339
56,2013-04-01,4.59,4.6,4.65,4.59,13279.0,600339
57,2013-04-02,4.6,4.55,4.65,4.55,27522.0,600339
58,2013-04-03,4.56,4.52,4.6,4.49,35193.0,600339
