,date,open,close,high,low,volume,code
0,2013-01-04,6.14,6.03,6.14,5.95,14415.0,600871
1,2013-01-07,6.01,6.11,6.11,6.0,7799.0,600871
2,2013-01-08,6.11,6.08,6.12,6.05,7670.0,600871
3,2013-01-09,6.09,6.08,6.1,6.03,8416.0,600871
4,2013-01-10,6.08,6.04,6.13,5.97,19667.0,600871
5,2013-01-11,5.93,5.81,6.0,5.8,26098.0,600871
6,2013-01-14,5.8,5.91,5.92,5.73,30035.0,600871
7,2013-01-15,5.9,5.93,5.97,5.85,19995.0,600871
8,2013-01-16,5.93,5.97,6.05,5.91,20560.0,600871
9,2013-01-17,5.98,5.97,6.01,5.92,9475.0,600871
10,2013-01-18,5.99,6.01,6.03,5.95,16738.0,600871
11,2013-01-21,6.03,6.02,6.09,5.97,23704.0,600871
12,2013-01-22,6.02,5.95,6.05,5.88,17630.0,600871
13,2013-01-23,5.94,5.85,5.95,5.77,18637.0,600871
14,2013-01-24,5.85,5.7,5.89,5.69,14434.0,600871
15,2013-01-25,5.71,5.75,5.75,5.69,7044.0,600871
16,2013-01-28,5.71,5.79,5.82,5.71,14643.0,600871
17,2013-01-29,5.78,5.79,5.85,5.76,14299.0,600871
18,2013-01-30,5.79,5.83,5.84,5.78,11820.0,600871
19,2013-01-31,5.81,5.93,5.98,5.79,24563.0,600871
20,2013-02-01,5.85,5.96,6.05,5.85,22528.0,600871
21,2013-02-04,5.98,6.02,6.07,5.91,34395.0,600871
22,2013-02-05,6.0,6.02,6.1,5.96,25896.0,600871
23,2013-02-06,6.0,6.0,6.03,5.96,13282.0,600871
24,2013-02-07,6.0,6.22,6.28,6.0,61499.0,600871
25,2013-02-08,6.15,6.15,6.19,6.09,38511.0,600871
26,2013-02-18,6.17,6.13,6.17,6.1,17961.0,600871
27,2013-02-19,6.11,6.28,6.44,6.08,72921.0,600871
28,2013-02-20,6.25,6.34,6.55,6.22,54869.0,600871
29,2013-02-21,6.3,6.1,6.32,6.08,34905.0,600871
30,2013-02-22,6.11,6.1,6.21,6.06,16495.0,600871
31,2013-02-25,6.1,6.1,6.17,6.05,12182.0,600871
32,2013-02-26,6.09,6.01,6.13,6.0,11789.0,600871
33,2013-02-27,6.02,6.31,6.31,6.02,73448.0,600871
34,2013-02-28,6.41,6.63,6.63,6.41,50734.0,600871
35,2013-03-01,6.76,6.68,6.86,6.54,101343.0,600871
36,2013-03-04,6.56,6.49,6.83,6.43,45319.0,600871
37,2013-03-05,6.49,6.81,6.81,6.49,56277.0,600871
38,2013-03-06,6.9,6.81,7.11,6.72,58438.0,600871
39,2013-03-07,6.71,6.65,6.9,6.56,39304.0,600871
40,2013-03-08,6.53,6.53,6.6,6.45,30448.0,600871
41,2013-03-11,6.52,6.45,6.66,6.44,27028.0,600871
42,2013-03-12,6.45,6.3,6.51,6.23,25035.0,600871
43,2013-03-13,6.29,6.27,6.34,6.23,13121.0,600871
